('PREPROCESSOR_DIRECTIVE', '#include')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsundirection')
('ASSIGNMENT', '=')
('IDENTIFIER', 'GetMapSunDirection')
('LPAREN', '(')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('COMMENT', '-- new sunlight direction values')
('NEWLINE', '\n')
('IDENTIFIER', 'newsundirection')
('ASSIGNMENT', '=')
('LPAREN', '(')
('IDENTIFIER', '235')
('COMMA', ',')
('SUBTRACT', '-')
('IDENTIFIER', '15')
('COMMA', ',')
('IDENTIFIER', '0')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'LerpSunDirection')
('LPAREN', '(')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsundirection')
('COMMA', ',')
('IDENTIFIER', 'newsundirection')
('COMMA', ',')
('IDENTIFIER', '1')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'setSunLight')
('LPAREN', '(')
('IDENTIFIER', 'nighttime_red')
('COMMA', ',')
('IDENTIFIER', 'nighttime_green')
('COMMA', ',')
('IDENTIFIER', 'nighttime_blue')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('COMMENT', 'setSavedDvar("r_lightTweakSunlight", 0.65);')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'SetSavedDvar')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'r_skyTransition')
('QUOTE', '"')
('COMMA', ',')
('IDENTIFIER', '0')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('RBRACE', '}')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'vision_settings_light_night')
('LPAREN', '(')
('RPAREN', ')')
('NEWLINE', '\n')
('LBRACE', '{')
('NEWLINE', '\n')
('IDENTIFIER', 'level')
('IDENTIFIER', 'waittill')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'light_night')
('QUOTE', '"')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'VisionSetNaked')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'fly_mid')
('QUOTE', '"')
('COMMA', ',')
('IDENTIFIER', '60')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('COMMENT', 'sun settings')
('NEWLINE', '\n')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('ASSIGNMENT', '=')
('IDENTIFIER', 'GetMapSunLight')
('LPAREN', '(')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsundirection')
('ASSIGNMENT', '=')
('IDENTIFIER', 'GetMapSunDirection')
('LPAREN', '(')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('COMMENT', '-- new daylight sun values')
('NEWLINE', '\n')
('IDENTIFIER', 'daylight_red')
('ASSIGNMENT', '=')
('IDENTIFIER', '0')
('DOT', '.')
('IDENTIFIER', '97')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'daylight_green')
('ASSIGNMENT', '=')
('IDENTIFIER', '0')
('DOT', '.')
('IDENTIFIER', '98')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'daylight_blue')
('ASSIGNMENT', '=')
('IDENTIFIER', '0')
('DOT', '.')
('IDENTIFIER', '92')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'number_of_slices')
('ASSIGNMENT', '=')
('IDENTIFIER', '600')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'r_fraction')
('ASSIGNMENT', '=')
('LPAREN', '(')
('IDENTIFIER', 'daylight_red')
('SUBTRACT', '-')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('RPAREN', ')')
('DIVIDE', '/')
('IDENTIFIER', 'number_of_slices')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'g_fraction')
('ASSIGNMENT', '=')
('LPAREN', '(')
('IDENTIFIER', 'daylight_green')
('SUBTRACT', '-')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('RPAREN', ')')
('DIVIDE', '/')
('IDENTIFIER', 'number_of_slices')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'b_fraction')
('ASSIGNMENT', '=')
('LPAREN', '(')
('IDENTIFIER', 'daylight_blue')
('SUBTRACT', '-')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('RPAREN', ')')
('DIVIDE', '/')
('IDENTIFIER', 'number_of_slices')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'current_sun_color')
('ASSIGNMENT', '=')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('COMMENT', '-- new sunlight direction values')
('NEWLINE', '\n')
('IDENTIFIER', 'newsundirection')
('ASSIGNMENT', '=')
('LPAREN', '(')
('IDENTIFIER', '215')
('COMMA', ',')
('SUBTRACT', '-')
('IDENTIFIER', '35')
('COMMA', ',')
('IDENTIFIER', '0')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'LerpSunDirection')
('LPAREN', '(')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsundirection')
('COMMA', ',')
('IDENTIFIER', 'newsundirection')
('COMMA', ',')
('IDENTIFIER', '60')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'number')
('ASSIGNMENT', '=')
('IDENTIFIER', '0')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'while')
('LPAREN', '(')
('IDENTIFIER', 'number')
('LESS_THAN_OR_EQUAL_TO', '<')
('IDENTIFIER', 'number_of_slices')
('RPAREN', ')')
('NEWLINE', '\n')
('LBRACE', '{')
('NEWLINE', '\n')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('ASSIGNMENT', '=')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('PLUS', '+')
('IDENTIFIER', 'r_fraction')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '1')
('RBRACKET', ']')
('ASSIGNMENT', '=')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '1')
('RBRACKET', ']')
('PLUS', '+')
('IDENTIFIER', 'g_fraction')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '2')
('RBRACKET', ']')
('ASSIGNMENT', '=')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '2')
('RBRACKET', ']')
('PLUS', '+')
('IDENTIFIER', 'b_fraction')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'setSunLight')
('LPAREN', '(')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('COMMA', ',')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '1')
('RBRACKET', ']')
('COMMA', ',')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '2')
('RBRACKET', ']')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'number')
('PLUS', '+')
('PLUS', '+')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'wait')
('LPAREN', '(')
('IDENTIFIER', '0')
('DOT', '.')
('IDENTIFIER', '1')
('RPAREN', ')')
('SEMICOLON', ';')
('COMMENT', '-- this will make it a 10 second transition of the skybox')
('NEWLINE', '\n')
('RBRACE', '}')
('NEWLINE', '\n')
('RBRACE', '}')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'vision_settings_daylight')
('LPAREN', '(')
('RPAREN', ')')
('COMMENT', '-- changed to take a full minute 6/10/08')
('NEWLINE', '\n')
('LBRACE', '{')
('NEWLINE', '\n')
('IDENTIFIER', 'level')
('IDENTIFIER', 'waittill')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'sun_rise')
('QUOTE', '"')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'VisionSetNaked')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'fly_light')
('QUOTE', '"')
('COMMA', ',')
('IDENTIFIER', '60')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('COMMENT', 'fog settings')
('NEWLINE', '\n')
('IDENTIFIER', 'thread')
('IDENTIFIER', 'fog_for_ending')
('LPAREN', '(')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('COMMENT', 'sun settings')
('NEWLINE', '\n')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('ASSIGNMENT', '=')
('IDENTIFIER', 'GetMapSunLight')
('LPAREN', '(')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsundirection')
('ASSIGNMENT', '=')
('IDENTIFIER', 'GetMapSunDirection')
('LPAREN', '(')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('COMMENT', '-- new daylight sun values')
('NEWLINE', '\n')
('IDENTIFIER', 'daylight_red')
('ASSIGNMENT', '=')
('IDENTIFIER', '1')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'daylight_green')
('ASSIGNMENT', '=')
('IDENTIFIER', '0')
('DOT', '.')
('IDENTIFIER', '97')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'daylight_blue')
('ASSIGNMENT', '=')
('IDENTIFIER', '0')
('DOT', '.')
('IDENTIFIER', '85')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'number_of_slices')
('ASSIGNMENT', '=')
('IDENTIFIER', '600')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'r_fraction')
('ASSIGNMENT', '=')
('LPAREN', '(')
('IDENTIFIER', 'daylight_red')
('SUBTRACT', '-')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('RPAREN', ')')
('DIVIDE', '/')
('IDENTIFIER', 'number_of_slices')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'g_fraction')
('ASSIGNMENT', '=')
('LPAREN', '(')
('IDENTIFIER', 'daylight_green')
('SUBTRACT', '-')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('RPAREN', ')')
('DIVIDE', '/')
('IDENTIFIER', 'number_of_slices')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'b_fraction')
('ASSIGNMENT', '=')
('LPAREN', '(')
('IDENTIFIER', 'daylight_blue')
('SUBTRACT', '-')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('RPAREN', ')')
('DIVIDE', '/')
('IDENTIFIER', 'number_of_slices')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'current_sun_color')
('ASSIGNMENT', '=')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsuncolor')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('COMMENT', '-- new sunlight direction values')
('NEWLINE', '\n')
('IDENTIFIER', 'newsundirection')
('ASSIGNMENT', '=')
('LPAREN', '(')
('IDENTIFIER', '200')
('COMMA', ',')
('SUBTRACT', '-')
('IDENTIFIER', '50')
('COMMA', ',')
('IDENTIFIER', '0')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'LerpSunDirection')
('LPAREN', '(')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', 'orgsundirection')
('COMMA', ',')
('IDENTIFIER', 'newsundirection')
('COMMA', ',')
('IDENTIFIER', '60')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'number')
('ASSIGNMENT', '=')
('IDENTIFIER', '0')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'while')
('LPAREN', '(')
('IDENTIFIER', 'number')
('LESS_THAN_OR_EQUAL_TO', '<')
('IDENTIFIER', 'number_of_slices')
('RPAREN', ')')
('NEWLINE', '\n')
('LBRACE', '{')
('NEWLINE', '\n')
('IDENTIFIER', 'SetSavedDvar')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'r_skyTransition')
('QUOTE', '"')
('COMMA', ',')
('LPAREN', '(')
('IDENTIFIER', 'number')
('DIVIDE', '/')
('IDENTIFIER', 'number_of_slices')
('RPAREN', ')')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('ASSIGNMENT', '=')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('PLUS', '+')
('IDENTIFIER', 'r_fraction')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '1')
('RBRACKET', ']')
('ASSIGNMENT', '=')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '1')
('RBRACKET', ']')
('PLUS', '+')
('IDENTIFIER', 'g_fraction')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '2')
('RBRACKET', ']')
('ASSIGNMENT', '=')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '2')
('RBRACKET', ']')
('PLUS', '+')
('IDENTIFIER', 'b_fraction')
('SEMICOLON', ';')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'setSunLight')
('LPAREN', '(')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '0')
('RBRACKET', ']')
('COMMA', ',')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '1')
('RBRACKET', ']')
('COMMA', ',')
('IDENTIFIER', 'current_sun_color')
('LBRACKET', '[')
('IDENTIFIER', '2')
('RBRACKET', ']')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'number')
('PLUS', '+')
('PLUS', '+')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'wait')
('LPAREN', '(')
('IDENTIFIER', '0')
('DOT', '.')
('IDENTIFIER', '1')
('RPAREN', ')')
('SEMICOLON', ';')
('COMMENT', '-- this will make it a 10 second transition of the skybox')
('NEWLINE', '\n')
('RBRACE', '}')
('NEWLINE', '\n')
('RBRACE', '}')
('NEWLINE', '\n')
('NEWLINE', '\n')
('IDENTIFIER', 'vision_settings_daylight_instant')
('LPAREN', '(')
('RPAREN', ')')
('NEWLINE', '\n')
('LBRACE', '{')
('NEWLINE', '\n')
('IDENTIFIER', 'level')
('IDENTIFIER', 'waittill')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'instant_sun')
('QUOTE', '"')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'VisionSetNaked')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'fly_light')
('QUOTE', '"')
('COMMA', ',')
('IDENTIFIER', '0')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'SetSavedDvar')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'r_skyTransition')
('QUOTE', '"')
('COMMA', ',')
('IDENTIFIER', '1')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('RBRACE', '}')
('NEWLINE', '\n')
('NEWLINE', '\n')
('COMMENT', ' Global Wind Settings')
('NEWLINE', '\n')
('IDENTIFIER', 'wind_settings')
('LPAREN', '(')
('RPAREN', ')')
('NEWLINE', '\n')
('LBRACE', '{')
('NEWLINE', '\n')
('COMMENT', ' These values are supposed to be in inches per second.')
('NEWLINE', '\n')
('IDENTIFIER', 'SetSavedDvar')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'wind_global_vector')
('QUOTE', '"')
('COMMA', ',')
('QUOTE', '"')
('STRING', '-74 400 0')
('QUOTE', '"')
('RPAREN', ')')
('SEMICOLON', ';')
('COMMENT', ' 406 inches per second or about 24mph with wind going NNW (if N is (0,1,0))')
('NEWLINE', '\n')
('IDENTIFIER', 'SetSavedDvar')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'wind_global_low_altitude')
('QUOTE', '"')
('COMMA', ',')
('IDENTIFIER', '0')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'SetSavedDvar')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'wind_global_hi_altitude')
('QUOTE', '"')
('COMMA', ',')
('IDENTIFIER', '2000')
('RPAREN', ')')
('SEMICOLON', ';')
('NEWLINE', '\n')
('IDENTIFIER', 'SetSavedDvar')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'wind_global_low_strength_percent')
('QUOTE', '"')
('COMMA', ',')
('IDENTIFIER', '0')
('DOT', '.')
('IDENTIFIER', '5')
('RPAREN', ')')
('SEMICOLON', ';')
('COMMENT', ' brings ground level wind down to 12mph')
('NEWLINE', '\n')
('RBRACE', '}')
('NEWLINE', '\n')
('NEWLINE', '\n')
('COMMENT', ' Load some basic FX to play around with.')
('NEWLINE', '\n')
('IDENTIFIER', 'precacheFX')
('LPAREN', '(')
('RPAREN', ')')
('NEWLINE', '\n')
('LBRACE', '{')
('NEWLINE', '\n')
('COMMENT', '-- Fire Extinguiser FX')
('NEWLINE', '\n')
('IDENTIFIER', 'level')
('DOT', '.')
('IDENTIFIER', '_effect')
('LBRACKET', '[')
('QUOTE', '"')
('STRING', 'fire_extinguish')
('QUOTE', '"')
('RBRACKET', ']')
('ASSIGNMENT', '=')
('IDENTIFIER', 'loadfx')
('LPAREN', '(')
('QUOTE', '"')
('STRING', 'destructibles/fx_dmg_extinguisher')
('QUOTE', '"')
('RPAREN', ')')
